SID_QUESTION,VISITORID
D3NJD_10,9e7a20da0d9a56a8bf90f98ef61d34ec
D3NJD_11,e7a45d6208329aa88918571873c3a83f
D3NJD_12,5fd56f2e502241647c2553afdd62f814
D3NJD_13,61f2ecad61313160f43cbdc1b0bad438
D3NJD_14,332a11079d960e3533f00d43000ce41e
D3NJD_15,e2c6bee635e54369edb8e9640aad7a67
DC2Y0_1,c2e264f6646b0166ca40642a15569377
DC2Y0_2,9ace24c6eb85e9440987732b5155b7b6
DC2Y0_3,e7b3df2a3e040559dfcb225b0c5388cc
DC2Y0_4,e73bb13484adcd1a4d7d7782c35db636
DC2Y0_5,6978eef49322725e18f1aa57a0d06799
DC2Y0_6,32595b147766139b3fbec94d858001db
DC2Y0_7,9e54fc715b0961647af48f16aa5a1c45
DC2Y0_8,23e824402b9fafe679360e629207a895
DC2Y0_9,5f13ac3339fb729745f8854cdc39b14b
DC2Y0_10,355f34378ff5114668ae9e7c9024d8f1
DC2Y0_11,61ac0db069208af2497593147376a472
DC2Y0_12,bb06505f5f605b11d3399ec16dde46e9
DC2Y0_13,e022425f896303c1a0c45a2996aad4ad
DC2Y0_14,bfa1f735c8df737da5e21dd4e9a58df5
DC2Y0_15,6a4902efd4d00a2a4d6266c17e0bbc87
DDGO8_1,34c6d35ceb33f37f0fcb773081eebd4d
DDGO8_2,560f221bac080ab7abd735669b045013
DDGO8_3,23714fb5b42543563ec9f30e254229d1
DDGO8_4,455ee1e0560448933d631f46ba79864d
DDGO8_5,e476245524bf8465b41d7f6065b2aca3
DDGO8_6,57747542f80086bf2e81fe959e6617ec
DDGO8_7,e759162112422836702ac73085d09148
DDGO8_8,77f42c3e91199e3c16ad9efaf924fff9
DDGO8_9,fd1602864507ab38b1ceac5154f119c0
DDGO8_10,6e420789a22c445cab9c43ab9457ec3d
DDGO8_11,d6578286bc6b41fd984efe61b2bd6595
DDGO8_12,44e2606f56dcd389ed78b23f9889e9b9
DDGO8_13,196d4af49e382e3a84dedec466afb6e1
DDGO8_14,f44f2452dd6cdfec75bdb9d8062ac146
DDGO8_15,89f0ab6405505780135cea1cafbe32da
DF15K_1,c417a740aafd48146f5779955e59af55
DF15K_2,82144b652ded0bb578cfd85ed6e39abc
DF15K_3,9ba1e5df2042ca4416de18ef4154ef05
DF15K_4,b342077c593d13fcc28d988204674da4
DF15K_5,c0cf9e2a830e0a7f316ec20a7dfc05eb
DF15K_6,91f7e2cfd4628e1e54f271ee07f0b9a9
DF15K_7,94c7469a3b8b18a3c407467e11c64705
DF15K_8,a37b5e018514fe989ce5f0ebb1832793
DF15K_9,4ff955d2856d1839eafa57a471e014d1
DF15K_10,16764482a285ae93c54e99d3f2ec0ae9
DF15K_11,8dbba8ff41ca5ee65182c1ee436a4633
DF15K_12,6655426f1e8055ca9a0783ce70427b92
DF15K_13,ebfba4b79e3b88e2fe7ecd3ba1dd3a4c
DF15K_14,20aad59ffb43cfb4b0a772ace6cb3a93
DF15K_15,34991d93f1159367a7144f5e39a12e5b
DF3OH_1,87169da95cd34d83be79769c5fcc53be
DF3OH_2,5c9425bcf5d3db8dfd73d98706d43bf6
DF3OH_3,0c13b1998bfbc90d93b12b2f4e14aab3
DF3OH_4,d79581f324f33352333269a96e29ab8d
DF3OH_5,df62145222bf44ff88a34c241e2d7b3b
DF3OH_6,0a8e687b5e5d559f5661fca0faa513f2
DF3OH_7,d68e85c135f8aa6708695c8cea55fb49
DF3OH_8,cb9a3a7be75fea422f4e6c27f771624b
DF3OH_9,91f97b5cdf1f3beeea5eb411a2177112
DF3OH_10,4e50c3fddfdcf735b56edaaf0e9c7488
DF3OH_11,38756fa15ffc6be96745c6c6a6c01a5d
DF3OH_12,300c86fe102488f6eaf58cedb9b2169e
DF3OH_13,87a773a07f72555385d22b596356c434
DF3OH_14,8cf1fe59a206b4b6b2bdf3e1f0511fac
DF3OH_15,32a1bb5b1f84310bd79ca7dd0dd0f449
DON7Q_1,929bdee86ce5aaa4d78571c3dc570a81
DON7Q_2,c9bb37e8539c47ccf34fa8d9b09ef51a
DON7Q_3,e09bc417658fdff65375931eb7a3929e
DON7Q_4,74ba71476907b98555c4451bec682908
DON7Q_5,03aaa80f296c24a3713eff4a4d614ef3
DON7Q_6,65fd21ce94722ee08240945374e3cef9
DON7Q_7,55e015d40a586e7bbd582819aabce025
DON7Q_8,5b3b90946fe5b7cfe4068a24fdec8099
DON7Q_9,d89684326ee635dc1e3d0186c1a65a40
DON7Q_10,bc6b5717587cb5b3ccbb72e6bd9b39da
DON7Q_11,e2512cc39f7cf3c1b7246e2732e7a152
DON7Q_12,1246de46c92d09380973e86364e3ac7e
DON7Q_13,37ef9d2f7d4987e4b6c6ce8d6aff9149
DON7Q_14,fc2e15850858f1fe87a4836363cad523
DON7Q_15,ed9be8f21c85802df961fb06d99f4603
DOS1L_1,545f32f4c06ac331e860de46e94104c3
DOS1L_2,bb52a108833df417e133233f3ad84615
DOS1L_3,b18d729c9b7d59504c9b98dd5d581f8a
DOS1L_4,cf130517683a03dacc9efdb6115b32d0
DOS1L_5,63aa2b699b6dae35ae5e6b3d6f9d3e81
DOS1L_6,31ef4c46c9632c5e9494e21e18f7f4ce
DOS1L_7,9ae2c63cefe7e4d18e07399a3e409983
DOS1L_8,7eadb08026b018eda75862b54cc6080c
DOS1L_9,b98d5c24acd06993f468bc25e5c47429
DOS1L_10,bba55a365b7440268cc6608a53fb0961
DOS1L_11,78825bf64abbbb6b0414ee79f9e7d594
DOS1L_12,4a57cc422dd5e62f1e68d175113aac34
DOS1L_13,a4b582f9c502160e001bcf0b4831a598
DOS1L_14,38d6cba60f114e34c3ad598913a743c0
DOS1L_15,ae19fa9aee6e87c171343d6b66914e68
DUV1M_1,1355a747d80c89c247d39da59e74cb9c
DUV1M_2,7348b4a7d4a69c81006f4a28fbdd8acc
DUV1M_3,3805ffbb1ff1b6cc50f4a521200c0bf8
DUV1M_4,65ac2dae046ef1331a6a8f5703f98535
DUV1M_5,2750a0e86e6e56d9309856c3d64c80dc
DUV1M_6,0dcbeafabd434ccd91b0bc6751e69fc1
DUV1M_7,d91e2fa5f68e40ecc97bb82d0e3d5bda
DUV1M_8,b4bab342f07db576f7840bb544b00093
DUV1M_9,d5db43c609b33b4de9a70217d2176ab0
DUV1M_10,091d8f1657713b9b4ec1c31b01b116a9
DUV1M_11,12012a08430cee995c584627ec810e8f
DUV1M_12,d1daa8ead4a7a888e2be65f51a3988ce
DUV1M_13,eaf72300b8403940d22be6c127b24720
DUV1M_14,da9f3aac16d5812336a1ddc2ff1e21e1
DUV1M_15,44707663297b3420b9059d9a9d90315d
E4JSN_1,c0720cdbeb6cb11d1ed8e40b664e8684
E4JSN_2,be2c5329e0410c2f06219282def59c27
E4JSN_3,2367c592f7be203df0d7075b18f7c28a
E4JSN_4,790fcf7c9bd0b5012653e2d44f2ada01
E4JSN_5,d007dc349393bd0131c6d26fce413eae
E4JSN_6,7c9f359e532d7255410c2676f97e763c
E4JSN_7,2ddf5bea6f7b57c8c38f3677cc4cb0c5
E4JSN_8,dc7723346ab8d026a21c36706a38f141
E4JSN_9,95fba18b29f3201f16ecac4477c6bdd1
E4JSN_10,219c32992a16e67dd9fdd9eab71c9e14
E4JSN_11,99fe04b558f0610ba4ddac71c39e79b7
E4JSN_12,52e6916a410d67eed4f50561a936bbe3
E4JSN_13,3e5ca6b7b37d27202695ba4a00122654
E4JSN_14,b6558455399a4d2fa11202ff45645d01
E4JSN_15,5691896e315e55a72f7a72f1c17d9277
EC0K7_1,9fe34c8136cdbd1c32257fc573bdc04d
EC0K7_2,534accfc9c6b7093c4ec68a27de17368
EC0K7_3,51e557e9293f26ccffe023bd4a49daf0
EC0K7_4,9a60b98a6e891ca08b25dbbd865071fd
EC0K7_5,4f079ae6eff4d345c6d5dee2e989834b
EC0K7_6,ba1e2c0220c599135c3bba1adcaecaab
EC0K7_7,b9420927bd4b9edc4e247338d17c6d88
EC0K7_8,a7e32c97b5baaefcaa685b7bf66650e9
EC0K7_9,851633ac28be4442f8ebe4257b7050d8
EC0K7_10,abf06ef110558de9634761305e36cf93
EC0K7_11,02783f8aa52742df0e08a78421fd0c20
EC0K7_12,ea4f17631829559a481d13836aa76d9e
EC0K7_13,43c720de8fb7b5d7e3595cdbc9e9c4fb
EC0K7_14,56c6dc20889b44b4c05a25a552cb0b1a
EC0K7_15,f0196fad0148485ef8eef68ce40a56ee
EENOM_1,bc44c6e622a05c6fc79e0677ff08e08e
EENOM_2,442a1f5f3e4579a809b32fea606b14df
EENOM_3,22472ab98b53ace847805f8f28aebd53
EENOM_4,eac46d32194e882cc8220d1d605e7b0c
EENOM_5,1f30672067ca98a0ec3f904f11d9ccbe
EENOM_6,fcfc13fd671edeb0b618e86959a49307
EENOM_7,e23023f457671966669d1347bc92c265
EENOM_8,ee174dbf153f2f602b09400a34ee1294
EENOM_9,d22f7a04ffce595dce0741d7ad4e4ae2
EENOM_10,6666a52d131f7a8b4a191f2c3d8269fc
EENOM_11,72313958d71543b3abd99e2c70e975f4
EENOM_12,4ea4a7dea31568f7f6f629dc1ce5bbec
EENOM_13,db8c312fd823a356de5345a25b38751b
EENOM_14,55da64fe40b4ade48ec82faff1930008
EENOM_15,a24bf777fe008d1591461f2398e55a97
EFTYS_1,2f690f72ed5417398ba565258afdf399
EFTYS_2,24f0435c6f3604f855f4d36140029016
EFTYS_3,2d8aa455305d7ae15fb944ce988b575b
EFTYS_4,a3f5eadcf2474e53f8d8071cbdfc010e
EFTYS_5,b5a839e4e59ecbe733bad282da43a2ef
EFTYS_6,4ebb589e5d4dbb63d1535124f0a45278
EFTYS_7,8093d4cb276a0552d1858504dce36d57
EFTYS_8,8502d76fdb764c6401fd5c01498809d9
EFTYS_9,655e95e089ef3cb1f1234c38ef803996
EFTYS_10,fd5a06101b1dcc3a8a81120d63992041
EFTYS_11,c2ecf834f00684797b231575b57d1a40
EFTYS_12,61a8d68410fe53393a71721a8ace69dd
EFTYS_13,97e136d76448b936e1565a6c48d605ee
EFTYS_14,b9f27b8545c36dd5703d402ea963350f
EFTYS_15,ab29b3680725a01577a4e9287e04fb3c
EN7PB_1,aefb5043850247cbb8e366a1dc131186
EN7PB_2,16b996fc19fb5fd30890b7d643a70321
EN7PB_3,034ff30c63f8c46cb2355f642357e268
EN7PB_4,ca7104b02f3ed93376d98595e467b150
EN7PB_5,7c82c2a837e774c3789a62201b28cf9f
EN7PB_6,52a792991863aac917b9d3d79b54052b
EN7PB_7,e2e1c55a5ed011f377d6ac6a196040c3
EN7PB_8,7978a3e3c8aa899111505b976c6ad925
EN7PB_9,bb8312aed428f17e9a0477a766951e7f
EN7PB_10,4a642a1cee52004ad9603009cd9f78ba
EN7PB_11,a29c2aa0099440ffad0c2b924f3e9bab
EN7PB_12,d47dd9397ea51bb0b8aecabd77057f06
EN7PB_13,e47b87aa6645859a6f493f5182b6b331
EN7PB_14,1680dc663879b27cb4aae9ccecc7ca59
EN7PB_15,bdbd38dba164cff2a6e61b1773ab246f
EPAUX_1,ce41c0ccdec62f71fc7c1dc7a9a4982d
EPAUX_2,4b44370bcfe118d5f99051368c80f0ae
EPAUX_3,5a328604a1f768e9543d1363f0a407a3
EPAUX_4,6c6ae8eb9407f41f7e8778ca228aa999
EPAUX_5,c477f43adce9f95a736f3cf364a32496
EPAUX_6,229a623e03385c98e2e2e956417d36e9
EPAUX_7,d691d144aa7b61415921950548191131
EPAUX_8,b2a3f95592b11827b59b2d5ce65a204c
EPAUX_9,dbd32703ecce19f30657cb30602ef837
EPAUX_10,857b6c8fbc7a18a8ab344730b5b20561
EPAUX_11,e761f690b98364bacce389ab7972be4e
EPAUX_12,6a3ec2dfa057bb00c2a3a507ca3b1d12
EPAUX_13,598c33adf23d3251c3dc885be2b0250e
EPAUX_14,b1bb448d5fd4fc12f4337ce6b9617456
EPAUX_15,b00bbb27e1eff5ae8abcfb7b27f390a5
EW5F7_1,b02d38a83fe760a801044e6c5ccaa173
EW5F7_2,b0fcfd08e87efb2b45d8a9f2589023d0
EW5F7_3,e5a9761456adfdf9fefc45f5df616101
EW5F7_4,0c68b7cdc940334e0e13eb5fc6b00a78
EW5F7_5,4c7ba0b5096240009969fe75345bc1ce
EW5F7_6,d26a17be0f795344eb3cd892e36be33c
EW5F7_7,57395474de975075119ba8cd354e7a7a
EW5F7_8,56d690466fb601c0a23f5d37e1410565
EW5F7_9,a62866fa2164f66c70a4dac451bcc463
EW5F7_10,d54e9e6273cda80bd3bd44b8fb31e241
EW5F7_11,c78b5490970005282659755ee7e8c470
EW5F7_12,b1e745a8d0e24a492ed82dbebead1764
EW5F7_13,3d63d4a8ea0655a6368ca54fa44a6440
EW5F7_14,87629a10ec6669f2788a52e901d0a538
EW5F7_15,9acc7b7472640c0c0fbd456b85dec7f2
F58KT_1,cbbc93d0f03c21bee9693b7b22be1a91
F58KT_2,434a417df11fe77e637718207694ff17
F58KT_3,f7e4ef37b4317d6f0fd41e1ae2935cd7
F58KT_4,d90c539d1f3359dc72bfe8b3147c2b12
F58KT_5,a5df30de275777af40085310dc5e8466
F58KT_6,a1499b68ffa8f5d47f57899648a80efd
F58KT_7,8c14b89ba9b21a23bece2df347b6d7f8
F58KT_8,4559b2dbd90abeb691a039e9205812df
F58KT_9,3315c8d86a404ee7a340381b895a9eeb
F58KT_10,467544fee0e73ddbd39975b2ea71b76f
F58KT_11,42185923e248e095472b0e94e8f39e55
F58KT_12,0354c052b7dc356c632e3c6c9faec78b
F58KT_13,276a7ce4f7be8f34c3c8ba20f6aac37f
F58KT_14,6ed895fd68d176f8f77327c05160a908
F58KT_15,d0417393732a4092fe681e152ff4e467
FBLXY_1,5084741b6f1d3768150448eef0dd5862
FBLXY_2,6b509822df0e0346b39e7ee55c7837b2
FBLXY_3,64f2d2363ac36bf3792a9bb95fd927d9
FBLXY_4,981689ea2d519a41ca4a7649e5576bb9
FBLXY_5,2a00aca569a8d4e9bbb6839400ecd197
FBLXY_6,b3438abbb6d69e725ed320ed26eb505b
FBLXY_7,7c6ff099459e4f7026e41ec855a75d48
FBLXY_8,b97b2a28c555cf9923abfc30f490ac50
FBLXY_9,aca79b5b6308f29f711861b24f12f6f6
FBLXY_10,f7d9a3adefc6cf4011d3fbffbe77b9fd
FBLXY_11,8f018288dc61ba027547555dda5ed851
FBLXY_12,8ba1842f6fe7d88598a933a801eb0ac9
FBLXY_13,5fe1ae24eb9a1299cc339f92592e1dde
FBLXY_14,bfc4e753033d43bb8dc911824837b177
FBLXY_15,c6fbebf4cf01b0ff973bb255cf963f9e
FD7Z1_1,a8943428483699b6a857446026900554
FD7Z1_2,1dce164769c7d6b77f6896a1327a0102
FD7Z1_3,7e120c919f1947023306c7b1a8a4d70b
FD7Z1_4,2071ca6c694e770654ff05338e57ec13
FD7Z1_5,b6fc16facb3caf1b77e07ca891329a66
FD7Z1_6,65a1e7ceb445805efe4b78659b263a64
FD7Z1_7,fd098e848796cddcd6e35aaf9c5480c8
FD7Z1_8,2e1158d576af24a6fe0e5061c3e18d3c
FD7Z1_9,2e9192282d0f4c120b325b14a8c30c1e
FD7Z1_10,d2bfa249b3e82fa0185f0c0fdc97e563
FD7Z1_11,5236d3b962e2de5bc6cb4746523416b3
FD7Z1_12,2424dba03509b2633995091d76fc8e04
FD7Z1_13,a65189f4f22a5e38101d1995a825bb98
FD7Z1_14,eb15c233b1c2c8dc0a780ca754c655b3
FD7Z1_15,3bb4772f3e8121050e04d9202a98398a
FGMSN_1,2b74e3fad5df1ef0a2a9a6c625d6f7fb
FGMSN_2,df71728570654910fa470ce5c1b5a5b3
FGMSN_3,8303215c44d81cc24533c0e5d5570075
FGMSN_4,645f0cdb1fe54de51bdfb668f352df1f
FGMSN_5,6231cd524597857e992058d85f479f1e
FGMSN_6,c12d940d041216a0f4a72851206ddbc2
FGMSN_7,9f53196cf84207c8988054fff687abc4
FGMSN_8,906f7a92faf913bb678e88fd131a59b9
FGMSN_9,d0e5df9bc4b78eb7bc9a240213f43e03
FGMSN_10,c7a71194de99fa1de57b59a253a27d83
FGMSN_11,b7d74e764715a26a29e2c67fe3b9f537
FGMSN_12,a71d337fd525c60468d4073cd7e3a7e4
FGMSN_13,6dda4cdc8acb83c210011a1cc4edc30a
FGMSN_14,f132a319689bef20f5ab6ceead6aa3d2
FGMSN_15,7ba82ff8955c4d6d09cc82be9576d63f
FTCQC_1,7d58ba25acf4453958ec6669e442834c
FTCQC_2,a2a718dd3fc1fb2450402a7a7fc214fa
FTCQC_3,16725169d96f8cb52726ab9f93972751
FTCQC_4,be069dc3ffcf8556473835c99eb69874
FTCQC_5,6f15970b405c35a002c8f895ff4742f0
FTCQC_6,e8892898011a58524b9f652703228f20
FTCQC_7,7dac4713b6ecc1a7b5140e0581651cd0
FTCQC_8,9b39a6ab95d65def9490e392a13756f9
FTCQC_9,687692532bb8cd962762b57dd328234d
FTCQC_10,7bb22be9e03667daa1edbb385e672a34
FTCQC_11,ded0aff6c30601bfa24c54c96ffa832e
FTCQC_12,883204c965cdc8fdd717a48fd56e641e
FTCQC_13,2049a2e2ddd9e846699fa4885a178e19
FTCQC_14,ca21a7402dbd129cc4db20ab209e3d24
FTCQC_15,d8eb98bdc443c321dee97c100150ce4b
FUV6R_1,375182ef5c35dcc3c7ea8990bc9b19f2
FUV6R_2,8a0e0c86249a64240c11e9714607a821
FUV6R_3,56a781e00c1e909268299d8e2c562663
FUV6R_4,93dadc41575a87fddcbfb65c2d4c43f3
FUV6R_5,d7f1ff72c64b096cea4132c2b8e2db9b
FUV6R_6,03ed3dbed1af6447a39cffc48d57c3a7
FUV6R_7,37b0f7968c0819e3df546a866e7b548e
FUV6R_8,d0a75b8cba79c8313b2fe2d53b243af7
FUV6R_9,a165e3a78e9fcfb226b2a49ada6ab9ce
FUV6R_10,4c1d29d139f11072cb7f61542e4d9f5d
FUV6R_11,3fea77788919f8257d5709162c639b4e
FUV6R_12,4df245c68e4261fcc9aa359c93995f9a
FUV6R_13,86218eaa597413e7fa0f2de09bfc10d8
FUV6R_14,e022ab29da3380f29effcca4ef215b64
FUV6R_15,2e486521edb79b8993399cb875ea1c38
FXH2P_1,e75653cbdc55958e703697814bc662bb
FXH2P_2,0084cda077a6c293a08f7b24850614ac
FXH2P_3,4729860f0cae8f580d1d3f4c1edc57fe
FXH2P_4,e91732df4f424ede52e16d897fc0687e
FXH2P_5,92fa3219b9ec491982dbe16496557107
FXH2P_6,7c02acbad0f99e21642e0c25675f637f
FXH2P_7,e849287e4a24af77673e2ab761f33a76
FXH2P_8,5c49b2032b9bc2bec58cf15f6e09c3d4
FXH2P_9,3ca854e509c5f9b18dfaad1cda8a81d3
FXH2P_10,d8a359d0b70730454a0a58f471ae66cf
FXH2P_11,d057c745a34fafc8fba6cc6cf05a42d7
FXH2P_12,41b77ffd21bc92ae84859bfbcebcd2ab
FXH2P_13,e6f9c4d8604e855335af48f90353b7f2
FXH2P_14,36122d8b6b17666519d37575df0f385e
FXH2P_15,7b1dd9aae638c3aa775234c742761009
G0CPA_1,52c9411e30a2a2aa1befa9194e7544fb
G0CPA_2,be456300619373a3da2d02380eaf3918
G0CPA_3,0a2e68a2483b099e61e70d2a2bca308d
G0CPA_4,58756ffcae96fc0b9d6d97e71a72bd67
G0CPA_5,3da70089ca473b6da36e152a35d2f7fa
G0CPA_6,fc3f845993bf0cf3cceca0f197892e7a
G0CPA_7,a7bff973730c9514450d6c19fa04a173
G0CPA_8,93a7106fb9f3055026425adab9a21bd5
G0CPA_9,6bb95eaf144ab04d231dc81902afd7c3
G0CPA_10,630b0a291cb1ceb54003e902f526bc23
G0CPA_11,07bd069ff945108e63a8f8d13fc10fe5
G0CPA_12,71231789f1222bf29822d9e554c49251
G0CPA_13,acffe616c92bce0d113826ff32fad01e
G0CPA_14,f0f8bd537349836f42e82af2c821bae1
G0CPA_15,6207d27ff8815e832550e6a0d0f0d5c0
G0PX0_1,2e072cc895f5034a031cb0987370b587
G0PX0_2,d19915e3b94d9ae138c1cf60a768e91b
G0PX0_3,50f91563b146bbf9e997989073bfbe21
G0PX0_4,884c45f09a394e09b85bec297440661c
G0PX0_5,caf2c1fb514d07528b62bca7b93ad3f8
G0PX0_6,fca8efb431a13c6288dd6069cbf37436
G0PX0_7,a38fde87e156b7538b1b2478ad0471e9
G0PX0_8,2d85c0d3e1d3692590db835a4523bd9c
G0PX0_9,1e35ad60f9574d607f61b58dca31c43a
G0PX0_10,70ef6996d5c26b8e23bde87fdf588f27
G0PX0_11,06a4632e5439b959133ee67003756f26
G0PX0_12,53371480bce942298118e24f0e7576cc
G0PX0_13,f4adc01109c66e1a09cbe6f0072000ef
G0PX0_14,3f96a9223dcfab605ce292ab04b6e21a
G0PX0_15,3ab82cdd94916cd110414948102d08c6
G5XSH_1,e9279bc0238d2e128d00b8ce088548f0
G5XSH_2,9baf2d728937af1cfccade112c3a00b5
G5XSH_3,0a4fb335b3555a6422502744ffb7845b
G5XSH_4,41be4e922121a676c4bea7498663f70a
G5XSH_5,53196b60efeed5fd3d07ca9f9abc56e5
G5XSH_6,7031d568c110515c74a47445afc3f98a
G5XSH_7,0448b56daa37ad647df53a4ff821fe76
G5XSH_8,7d3d9d69ce6fdb31843eb759863d5959
G5XSH_9,0e7db1dbe9f5ce3ebc09947f6e3bae6e
G5XSH_10,db0b756ccedbf59db2c05cc767c571f3
G5XSH_11,b7ce71bc76be02b6b069505726371114
G5XSH_12,1a4b10843d6ba4fba9beb5e904fdb912
G5XSH_13,29217cdd289abcc9b70c1bd2a5150f9d
G5XSH_14,8cc2dd6d41571ddcbbb18ee256068cee
G5XSH_15,089537f21089a8edbfd449eb2b5bb633
G7CFM_1,097e5b17d6c56d14eeb8de10a56c5682
G7CFM_2,3d6a94d6230e7ac6d1f3b56cc4a209c4
G7CFM_3,d4b34ab1450bc963b3f81dbec5a07b83
G7CFM_4,67202dd0c8e0628a7f8b19e839ca67ca
G7CFM_5,14c7904729958e77ef88ff148a5146e7
G7CFM_6,221ec54c7bf13c4df8e5ad5909b59e4f
G7CFM_7,c984d75d6f37330e648c8e2d569c2ede
G7CFM_8,4ba6d2957705d7c45576be121a153dab
G7CFM_9,13c2a5387ba67c20142582bcb47cdd71
G7CFM_10,a251a9a9fa66c1033da5f6c1a343eeaa
G7CFM_11,f86a75a924bdb399d9631c6fefc87449
G7CFM_12,3bca45a9978fa5793cdc60dae299a80e
G7CFM_13,10ab54714f9927888a130ed85b990aea
G7CFM_14,70fe9233b923f224490c7d4aad000aaf
G7CFM_15,9573919d22a344d8bfeefcd8c285e1db
G92Y8_1,8b5e97fd7bc5fda546989ceb1425e3c7
G92Y8_2,2a2b4c3fa4311684a77419761ffe1ed7
G92Y8_3,6b454eddb16514e34e131de3a8c9245e
G92Y8_4,e8bab03df88dd23b9daca29eebf8fe93
G92Y8_5,70c415f48844053a58c6fd30eee50b4d
G92Y8_6,4c0a9d6c192df67ef21fe042c4903a48
G92Y8_7,bbdb6f106014fc2f50442162119064c0
G92Y8_8,312e290ce3c2b331be4b61eeb3dc2513
G92Y8_9,314a8abbd3d592ea976a2ba954135cbd
G92Y8_10,fae628aaa05cf91bdc9f926cf0b81228
G92Y8_11,5d42ece1c0cd08a3d494e409ca059934
G92Y8_12,fa5a53c7b56141b5cdd6fd8add66d415
G92Y8_13,4efeffe76fd5e00f21045b3730c3b623
G92Y8_14,4fa6f8b5b42043ff44e5b56837581f6b
G92Y8_15,ef1435712d874107ad3adfa92c31ac3b
GF1FQ_1,3750387d8281e6639166b2bdc44392a9
GF1FQ_2,1f1b4dc580faee48c30832326a2c126c
GF1FQ_3,ae110f4606207c96fb18e8bd0af278af
GF1FQ_4,e3dcbb2cbdb1564e2861c6077253b9c5
GF1FQ_5,37ebf0448ebbd1b9b23c7004e748423c
GF1FQ_6,3d8c217d2f5cac2f4bfd38328fe7603f
GF1FQ_7,cba7b4153eef805f82dbb58034561a58
GF1FQ_8,cd821c96e1ab87eda74b81f6460c1043
GF1FQ_9,cc4af317f012ab968eb21726f8fad4ed
GF1FQ_10,373cac85b6aa1e7112679f4a585754a4
GF1FQ_11,2ae96c7b0416abfe847a208b82b6130c
GF1FQ_12,121fbd6fa196ef92e561dc0fba5a476f
GF1FQ_13,8a4f0bcee2b66596ace82d5ed5c2b4a7
GF1FQ_14,fcee60b59af96dc54f5a4f4c5677a810
GF1FQ_15,096e021b213524f540e10a135b7076f4
GJ8WG_1,c31adf7aad5f77fcf3f595f86dc46ce0
GJ8WG_2,f1877516375fe6d7e723b5fdc24cc449
GJ8WG_3,751710ab658d0815e7abcffc05fe76a1
GJ8WG_4,b47cfe7ca6876b82869da62ce84e8c77
GJ8WG_5,5b6dc2c1c338a73d5cd684faa19e0bf1
GJ8WG_6,f4b7d584be14430ac14919f70114e732
GJ8WG_7,93a12867c578ee6501e4ebbec863e507
GJ8WG_8,e7c48c5a812870a20fc90d283cf8862a
GJ8WG_9,2f8533cacf116542b7d4d9d5fba993f1
GJ8WG_10,d10fd81ad3e294593353588e3b5af068
GJ8WG_11,9da3a8135c45b0f47e876bf85a928dd0
GJ8WG_12,5c9709db9f81e0a07f9e2dde3977a247
GJ8WG_13,3037fdb8ca61d8d522c9836147cb7e5f
GJ8WG_14,5013b2cfac77ff6e893ea998689d6fd4
GJ8WG_15,eb85af67a45e1772febee0b11a4dcfd1
GKC1Y_1,46b4dc305400a3c845b617b9058e931b
GKC1Y_2,e36c5dd644934d965486049f88e4fc67
GKC1Y_3,36bb16c88fcd7605e437a844ab15cbc1
GKC1Y_4,756b18c46d0cd7efa230987ef6bddef9
GKC1Y_5,9df88856ebea8812546a8e8165667da9
GKC1Y_6,ab964b9fd077fb6526d65b77775a3586
GKC1Y_7,7c3cbe58e3e2404b024270165fb5e9bd
GKC1Y_8,a6faca5eb4658e8afb3bbbdf7467cdbe
GKC1Y_9,464b3272222cd11abd892700aec8c4da
GKC1Y_10,2732fc214703c8b875162004f30605c2
GKC1Y_11,2a9cc7a12997ede2c6903d77eafd4da5
GKC1Y_12,a9847fd4b2fdaccee1f379c5b403c6cb
GKC1Y_13,36c9beff36b6f904de029f9f51690d24
GKC1Y_14,c982cbdb8dc8e5fafd2eec3e920db1e2
GKC1Y_15,27a0b3ec924e9cf701cb3f26a490e3a7
GNFRF_1,33208782f736aa7497aa558458563b49
GNFRF_2,4bd943c1c0aac2eb72f8bd364256c66a
GNFRF_3,0cdf61708ba247e09025081619547525
GNFRF_4,beebfc410c9750b4f831744490c76794
GNFRF_5,5898720d3680e52c46a52409feca3f19
GNFRF_6,3e59b514b930e26eab12e71dacb75b53
GNFRF_7,e882d86aced5424b2d4708d2fbfc6b23
GNFRF_8,4b8c8853bb0e1b85ff2eae83751d5822
GNFRF_9,788c34fd08e64cb2bc4e1a6bd5737517
GNFRF_10,afb5e54f6c220487e87e6b7fb130a496
GNFRF_11,0df0d6ff0bbdfc0ed0d0baecc4901321
GNFRF_12,c76f3b49aa7a5812ec010009aad6cc24
GNFRF_13,da71260c67e9af518eb46b7af87f5813
GNFRF_14,7c3c7342471d560ae75438df6396c34e
GNFRF_15,f49dc339c4f1b20c16c2ad24f3de565b
H3LT8_1,684eb15b594e53116ff877752de0b5b6
H3LT8_2,cf7088008d685f798a97548346cd3375
H3LT8_3,e00b75f5b252b0bfcc246d25239e865d
H3LT8_4,772644796d32e50853d1d9255c0767f6
H3LT8_5,ce14c32b9479568e80e9334912d146e2
H3LT8_6,b63a34d5d9c6ac29cff168e0e60031d6
H3LT8_7,766e2458f9c98ac473baba4d87f7de91
H3LT8_8,6c94fdb8bf07d9c0794fe57b3d74148e
H3LT8_9,15589a02bec2d45117151f365ed6179f
H3LT8_10,2a0bd74cb0fb4285f211e21e178953d1
