dbid,subject,experiment,session,condition,lm_scenarios,tm_scenarios,ls_n,lt_n,ts_n,tt_n,d_n,ls_t,lt_t,ts_t,tt_t,d_t,d_t_2,linear_time,triangular_time,draw_time,totalTime,LM_T_M,TM_T_M,DT_T_M,TOTAL_T_M,DIFF_T_M,linear_score,triangular_score,score_diff,time_diff,totalScore,AGE,COUNTRY,LANGUAGE,EDUCATION,MAJOR,GENDER,PREFERENCE,Rater,Graph Type,Graph Description (if other),X Axis,Y Axis,Graph Title,Data Point Labels,X Gridlines,Y Gridlines,Point Triangles,X-Axis Scale,Y-Axis Scale,Flag for Review,Points,DRAW_SCORE,ARF,Select each item that is labelled in the graph,Comments
58e45df9d46cc6fa347e88fb,5EC34,experiment,foxtrot,3,axis,longmire,5,8,2,9,2,175115,480923,167867,513287,192997,470979,656038,681154,663976,2402300,10.93,11.35,11.07,40.04,-0.42,13,11,-2,-25116,26,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular,,time,hrs long,Testing Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45df9d46cc6fa347e890a,5SOSL,experiment,foxtrot,3,longmire,axis,4,6,0,0,0,104936,344619,137153,295682,356236,91927,449555,432835,448163,1564211,7.49,7.21,7.47,26.07,0.28,10,0,-10,16720,10,21,Philippines,Other,Third,Biomedical & Health Sciences,Female,the first one (linear,Kai,Triangular (right angle),,Time,Duration,Patient Schedule,Yes,None,None,No,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45df9d46cc6fa347e8902,848ON,experiment,foxtrot,3,longmire,axis,4,6,3,8,1,114659,505671,225099,304412,323366,426035,620330,529511,749401,2474019,10.34,8.83,12.49,41.23,1.51,10,11,1,90819,22,25,peru,Spanish,Fifth,Social Sciences (incl. CogSci),Male,the second one (triangular),Kai,Triangular,,Time,Researcher,VICTOR PLANING MANAGEMENT,Yes,None,None,Yes,1 hour,1 hour,Yes,"A1, D2, B1, G3, C1, E2, F3, H3",8,X,"Patient #, Trial #",sbj fuses triangular model into a sorting based on trial number/researcher
58e45df9d46cc6fa347e88fa,90L9R,experiment,foxtrot,0,longmire,axis,4,5,1,1,0,185010,454757,329355,371944,58596,1058021,639767,701299,1116617,2787107,10.66,11.69,18.61,46.45,-1.03,9,2,-7,-61532,11,22,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular,"has 1 x-intercept indicating the start time, y axis is trial number",Start/End times,Trial #,Patient Scheduling,Yes,Pyramid grid,Horizontal,No,1 hour,Trial number,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3",9,,"Start time, End time, Patient #, Trial #",
58e45df9d46cc6fa347e88f3,9CB27,experiment,foxtrot,3,axis,longmire,5,7,5,10,2,214140,481049,173075,388562,299313,1084394,695189,561637,1383707,2865357,11.59,9.36,23.06,47.76,2.23,12,15,3,133552,29,18,Mexico,Spanish,First,Math or Computer Sciences,Male,the first one (linear,Kai,Triangular,,START-END TIME,TRIAL,PATIENT SCHEDULE,Yes,None,None,Yes,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #, Trial #","Although the graph is in triangular model, the y-axis is labeled as trial"
58e45df9d46cc6fa347e890b,B2DME,experiment,foxtrot,0,axis,longmire,4,8,5,9,2,124036,326720,149258,254976,89833,932825,450756,404234,1022658,2253576,7.51,6.74,17.04,37.56,0.78,12,14,2,46522,28,21,United Kingdom,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular,,Time of day,Duration of Appointment,Graph to Show Patient Scheduling Data,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45df9d46cc6fa347e8905,B705H,experiment,foxtrot,2,longmire,axis,5,5,5,8,1,159871,610422,394891,436450,863269,117880,770293,831341,981149,3123454,12.84,13.86,16.35,52.06,-1.02,10,13,3,-61048,24,23,USA,Other,Fifth,Biomedical & Health Sciences,Female,the second one (triangular),Kai,Triangular,,NA,# Hours,Appointment Times,Yes,Pyramid grid,None,No,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",sbj uses incomplete pyramid grid to help
58e45df9d46cc6fa347e88fc,BZ88S,reverse,foxtrot,0,axis,longmire,4,4,3,6,0,180765,361452,163088,459446,794759,201719,542217,622534,996478,2294960,9.04,10.38,16.61,38.25,-1.34,8,9,1,-80317,17,20,Korea,Other,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular,,Time,Patient,JAMES SCHEDULE,Yes,None,None,Yes,20 min,15 minutes,Yes,"A1, D2, B1, G3, F3",5,,Patient #,Sides of the point triangles are drawn almost rounded instead of straight
58e45df9d46cc6fa347e88f6,CZLGR,reverse,foxtrot,2,longmire,axis,4,6,5,8,0,87437,419564,302754,340350,196397,966667,507001,643104,1163064,2648298,8.45,10.72,19.38,44.14,-2.27,10,13,3,-136103,23,18,USA,Mandarin or Cantonese,First,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular,,Time,trial #,James's Patient Schedule,Yes,Pyramid grid,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, I4, C1, E2, F3, H3, J4",9,,"Patient #, Trial #",
58e45df9d46cc6fa347e8903,EBFQN,experiment,foxtrot,0,axis,longmire,1,1,2,2,0,89195,146024,46732,141554,119487,830441,235219,188286,949928,1510910,3.92,3.14,15.83,25.18,0.78,2,4,2,46933,6,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular,,Time,Duration (hrs),Lab Schedule,Yes,Pyramid grid,None,No,1/2 hour,1/2 hour,No,"A1, B1, G3, I4, C1, E2, J4",7,,"Duration, Patient #",
58e45df9d46cc6fa347e88f8,FSTGR,experiment,foxtrot,0,longmire,axis,2,5,4,8,0,138908,432540,212666,333309,103747,1235003,571448,545975,1338750,2834703,9.52,9.1,22.31,47.25,0.42,7,12,5,25473,19,18,USA,English,First,Social Sciences (incl. CogSci),Male,the first one (linear,Kai,Triangular (asymmetric),,Time,Trial,NA,Yes,None,None,No,1 hour,Trial number,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Patient #, Trial #",
58e45df9d46cc6fa347e88ff,G1J35,experiment,foxtrot,3,longmire,axis,4,7,5,9,2,85478,436772,163338,317073,488088,134473,522250,480411,622561,1772431,8.7,8.01,10.38,29.54,0.7,11,14,3,41839,27,20,USA,English,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Kai,Triangular,,TIME (AM/PM),DURATION (HRS),(CUT OFF),Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45df9d46cc6fa347e8906,G3HTX,experiment,foxtrot,0,axis,longmire,5,6,5,8,1,133057,266800,147065,446711,175707,579052,399857,593776,754759,2573197,6.66,9.9,12.58,42.89,-3.23,11,13,2,-193919,25,20,China,Mandarin or Cantonese,Second,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular,,Start Time & End Time,Length of Appointment (Hours),Patient Appointments,Yes,Pyramid grid,None,No,1/2 hour,1/2 hour,No,"A1, D2, I4, C1, E2, F3, H3, J4",8,,"Start time, End time, Duration, Patient #",
58e45df9d46cc6fa347e8904,G50Y1,experiment,foxtrot,3,longmire,axis,3,6,1,0,1,156024,663731,520001,722194,170484,487373,819755,1242195,657857,3073885,13.66,20.7,10.96,51.23,-7.04,9,1,-8,-422440,11,29,USA,English,Fifth,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular (right angle),,appointment time start,Number of hours in appointment,Patient Scheduling,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, Duration, Patient #",
58e45df9d46cc6fa347e8901,GELJG,experiment,foxtrot,3,longmire,axis,5,6,4,8,2,127847,387040,235670,336611,721860,195512,514887,572281,917372,2202805,8.58,9.54,15.29,36.71,-0.96,11,12,1,-57394,25,19,USA,English,Second,Biomedical & Health Sciences,Female,the second one (triangular),Kai,Triangular,,Time of Day,# of Hours,Clinical Trial Scheduling,Yes,None,None,Yes,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, H3, J4",9,,"Duration, Patient #, Trial #","sbj labels y-axis wrong so that the scale is not correct, but if y-axis has scale of half hour it's correct"
58e45df9d46cc6fa347e8900,GLAFZ,experiment,foxtrot,0,longmire,axis,5,7,4,8,0,124722,436649,314353,371009,194184,546082,561371,685362,740266,2150131,9.36,11.42,12.34,35.84,-2.07,12,12,0,-123991,24,21,USA,Spanish,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular,,Start & End Time,Duration,Patient Scheduling Data,Yes,None,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",sbj has outline of the pyramid grid
58e45df9d46cc6fa347e88f5,LXM5D,experiment,foxtrot,2,longmire,axis,5,8,4,10,2,157034,625152,175590,354951,166457,860270,782186,530541,1026727,2722568,13.04,8.84,17.11,45.38,4.19,13,14,1,251645,29,19,China,Mandarin or Cantonese,Second,Social Sciences (incl. CogSci),Female,the second one (triangular),Kai,Triangular,,Time of end and start,Duration (in hours),Jame's Patients Scheduling Data,Yes,Pyramid grid,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #, Trial #",
58e45df9d46cc6fa347e88fe,MJGHF,experiment,foxtrot,2,longmire,axis,4,8,5,9,2,146969,456221,222245,320003,174126,379022,603190,542248,553148,2152293,10.05,9.04,9.22,35.87,1.02,12,14,2,60942,28,21,USA,Other,Fourth,Biomedical & Health Sciences,Male,the second one (triangular),Kai,Triangular,,Time of Day,Duration (hours),James Schedule for Patients,Yes,Pyramid grid,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",sbj has incomplete pyramid graph on x-axis
58e45df9d46cc6fa347e88f2,NRVM6,experiment,foxtrot,2,longmire,axis,3,7,0,9,2,222758,621305,373252,360655,180922,751329,844063,733907,932251,2998922,14.07,12.23,15.54,49.98,1.84,10,9,-1,110156,21,19,China,Mandarin or Cantonese,First,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular (asymmetric),,Start Time - End Time,Trial #,Schedule for Client Trials,Yes,None,None,Yes,1/2 hour,Trial #,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #, Trial #",
58e45df9d46cc6fa347e88f4,O4HU0,experiment,foxtrot,3,longmire,axis,2,8,1,9,0,149470,816164,274123,453766,1186143,224606,965634,727889,1410749,3753889,16.09,12.13,23.51,62.56,3.96,10,10,0,237745,20,28,Belarus,Other,Third,Math or Computer Sciences,Female,the second one (triangular),Kai,Triangular,,Start and end time,# of hrs,Jones schedule,Yes,Complete grid,Horizontal,No,1 hr increment but did not based the grid on the dots on paper,1/2 hour,Yes,"A1, B1, G3, I4, C1, E2, F3, H3, J4",9,,"Start time, End time, Duration, Patient #",sbj has a triangular model on a complete grid
58e45df9d46cc6fa347e8908,OYVRD,experiment,foxtrot,2,axis,longmire,3,5,2,2,0,201411,376202,264009,595786,111108,431639,577613,859795,542747,2669329,9.63,14.33,9.05,44.49,-4.7,8,4,-4,-282182,12,19,USA,English,First,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular,,START/END TIME (in hours o'clock),DURATION (in hours),(cut off),Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, I4, E2, F3, H3",5,,"Start time, End time, Duration, Patient #",Cut off on title; sbj puts data points only on a rough location and only has the outline of the pyramid grid on the x-axis
58e45df9d46cc6fa347e88f7,P3Y2J,experiment,foxtrot,2,axis,longmire,2,7,4,6,2,160366,464145,170828,465702,143233,632121,624511,636530,775354,2346793,10.41,10.61,12.92,39.11,-0.2,9,10,1,-12019,21,18,USA,English,First,Social Sciences (incl. CogSci),Female,the second one (triangular),Kai,Triangular,,Appointment Times,DURATION (hrs),PATIENT SCHEDULES,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45df9d46cc6fa347e88f1,QP34G,reverse,foxtrot,2,axis,longmire,5,4,5,8,1,199882,577400,188808,542450,285286,949852,777282,731258,1235138,2956385,12.95,12.19,20.59,49.27,0.77,9,13,4,46024,23,20,INDONESIA,Other,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),Kai,Triangular,,Time,Trial number,Dr. James' Patient Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Patient #, Trial #",
58e45df9d46cc6fa347e8907,TAL8M,experiment,foxtrot,0,longmire,axis,5,7,1,1,0,87490,363800,225513,346761,165988,567159,451290,572274,733147,2051062,7.52,9.54,12.22,34.18,-2.02,12,2,-10,-120984,14,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular (right angle),,START & END TIME,DURATION,JAMES' SCHEDULE,Yes,Pyramid grid,None,No,1 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",sbj uses only half of the pyramid grid on the x-axis since it's a right triangular model
58e45df9d46cc6fa347e88fd,TPMBF,experiment,foxtrot,3,longmire,axis,5,8,5,10,1,149793,440768,187945,374794,110447,757518,590561,562739,867965,2293758,9.84,9.38,14.47,38.23,0.46,13,15,2,27822,29,20,USA,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Kai,Triangular,,HOURS OF DAY,DURATION,PATIENT TRIAL & SCHEDULING HOURS,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45df9d46cc6fa347e88f9,UPEEJ,reverse,foxtrot,3,axis,longmire,4,7,2,5,2,161793,475703,158667,520995,223830,684386,637496,679662,908216,2469146,10.62,11.33,15.14,41.15,-0.7,11,7,-4,-42166,20,25,USA,English,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Kai,Triangular,,Time,(cut off),James' Patient Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,cut off on y-axis label
58e45dcad46cc6fa347e80b4,19ZLL,experiment,golf,4,axis,longmire,3,6,3,7,0,196022,398254,168260,430291,856031,79548,594276,598551,935579,2438308,9.9,9.98,15.59,40.64,-0.07,9,10,1,-4275,19,18,USA,Mandarin or Cantonese,First,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular,,start and end time,# of hours,NA,Yes,Pyramid grid,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #","except for two points, this person did not really show the intersecting lines"
58e45dcad46cc6fa347e80b8,5OBUK,experiment,golf,4,longmire,axis,5,8,3,9,1,170732,518899,160620,386906,135489,662799,689631,547526,798288,2317952,11.49,9.13,13.3,38.63,2.37,13,12,-1,142105,26,23,USA,English,Fourth,Biomedical & Health Sciences,Male,the first one (linear,Evan,Triangular,,Time,hrs,James' Schedule,Yes,Pyramid grid,None,No,1 hour,1 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,This person has slanted the y-axis
58e45dcad46cc6fa347e80ba,7HF5H,experiment,golf,0,axis,longmire,4,10,2,3,2,188012,339873,245735,687463,182850,568261,527885,933198,751111,2522253,8.8,15.55,12.52,42.04,-6.76,14,5,-9,-405313,21,20,Iran,Other,Second,Natural Sciences,Male,the first one (linear,Evan,Triangular (right angle),,Start time,Duration,Duration of patients,Yes,Pyramid grid,None,No,1 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, Duration, Patient #",
58e45dcad46cc6fa347e80c0,89RBJ,experiment,golf,4,axis,longmire,5,8,5,10,2,241977,499318,178459,479190,336502,829621,741295,657649,1166123,2881795,12.35,10.96,19.44,48.03,1.39,13,15,2,83646,30,20,USA,Spanish,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,Time,Hours,Patient Schedule,Yes,None,Horizontal,Yes,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,Drew half horizontal lines to each point
58e45dcad46cc6fa347e80b7,8LQCF,reverse,golf,0,axis,longmire,5,6,4,5,0,107080,190754,77010,310271,82809,730289,297834,387281,813098,1690850,4.96,6.45,13.55,28.18,-1.49,11,9,-2,-89447,20,25,USA,English,Fifth,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,Time,Trial #,James' Schedule,Yes,Pyramid grid,None,No,1/2 hour,TRIAL #,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Patient #, Trial #",Did not draw intersecting lines for the two points that had half-hour total times (ex. duration was 1.5 hours instead of just 1 or 2)
58e45dcad46cc6fa347e80be,9ZMW8,experiment,golf,2,longmire,axis,5,6,5,10,2,122912,291687,122865,222552,83818,522825,414599,345417,606643,2069666,6.91,5.76,10.11,34.49,1.15,11,15,4,69182,28,19,Korea,Other,Second,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,Start & End Times,Duration (hours),Patient Scheduling,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45dcad46cc6fa347e80b1,BO123,experiment,golf,4,axis,longmire,3,8,5,5,2,280332,481351,177930,654560,170669,902562,761683,832490,1073231,3005988,12.69,13.87,17.89,50.1,-1.18,11,10,-1,-70807,23,22,USA,English,Fifth,Social Sciences (incl. CogSci),Male,the second one (triangular),Evan,Triangular,,Time of Day,Duration (Hrs),patient Scheduling Data,Yes,None,None,No,1 hour,1 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",drew a large triangle in the middle of graph instead of smaller triangular intersecting lines
58e45dcad46cc6fa347e80c3,C02DT,experiment,golf,4,axis,longmire,5,6,5,8,1,135569,276039,95248,433081,483064,79894,411608,528329,562958,2030752,6.86,8.81,9.38,33.85,-1.95,11,13,2,-116721,25,20,USA,Mandarin or Cantonese,Second,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,Start & End time,Hours,Trial Appointment Times,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #, Trial #",
58e45dcad46cc6fa347e80b6,D2CRL,experiment,golf,0,longmire,axis,4,9,0,0,2,154807,511957,379583,389911,117422,580240,666764,769494,697662,2348153,11.11,12.82,11.63,39.14,-1.71,13,0,-13,-102730,15,22,USA,English,Fifth,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular (right angle),,start + end time,duration (hrs),schedule for patients,Yes,Complete grid,None,Yes,1/2 hour,15 minutes,Yes,,0,,"Start time, End time, Duration, Patient #",This person attempts a right - triangular model. The start times are correct as well as the durations but the lines that intersect to the end time are all wrong
58e45dcad46cc6fa347e80bf,DV3ER,experiment,golf,0,axis,longmire,5,10,3,8,1,142010,316509,154031,393201,143495,862788,458519,547232,1006283,2766646,7.64,9.12,16.77,46.11,-1.48,15,11,-4,-88713,27,20,USA,English,Second,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,Start Time/ End Time,Duration (Hrs),Schedule of Events,Yes,Pyramid grid,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45dcad46cc6fa347e80bb,EK01F,reverse,golf,0,longmire,axis,4,6,1,5,0,105340,528910,197051,385906,335135,588316,634250,582957,923451,2495058,10.57,9.72,15.39,41.58,0.85,10,6,-4,51293,16,22,China,Mandarin or Cantonese,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,time,duration (hr),Patient Appointment Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, H3, J4",9,,"Duration, Patient #",
58e45dcad46cc6fa347e80b3,HO7VP,experiment,golf,4,longmire,axis,4,6,4,6,2,83534,307290,179151,370738,230866,1013578,390824,549889,1244444,2432847,6.51,9.16,20.74,40.55,-2.65,10,10,0,-159065,22,20,Vietnam,Other,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,start and end times,duration (in hours),Patient Appointment Schedules,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45dcad46cc6fa347e80c2,K5P3L,experiment,golf,4,longmire,axis,4,8,1,6,2,256833,416083,374898,418638,134522,435339,672916,793536,569861,2294313,11.22,13.23,9.5,38.24,-2.01,12,7,-5,-120620,21,21,USA,Other,Third,Biomedical & Health Sciences,Male,the first one (linear,Evan,Triangular (asymmetric),,Start/End Time,Duration of // unreadable,NA,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, J4",9,,"Start time, End time, Duration, Patient #",
58e45dcad46cc6fa347e80bd,MFPR7,experiment,golf,4,longmire,axis,5,9,4,7,2,119632,354176,208701,378723,310532,172887,473808,587424,483419,1797861,7.9,9.79,8.06,29.96,-1.89,14,11,-3,-113616,27,21,USA,English,Fourth,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular (asymmetric),,Time,Duration (hr),Patient Schedule Graph,Yes,None,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45dcad46cc6fa347e80b9,R0DD9,experiment,golf,4,axis,longmire,4,5,4,7,1,210374,413512,175864,415363,584690,166859,623886,591227,751549,2222255,10.4,9.85,12.53,37.04,0.54,9,11,2,32659,21,20,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,Time of day,hours // not readable,NA,Yes,Pyramid grid,None,Yes,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,"Incomplete x-axis pyramid gridlines, some triangles are crooked, also the y-axis is cut off and label is unreadable"
58e45dcad46cc6fa347e80b5,VRYKA,experiment,golf,0,axis,longmire,5,10,5,8,2,247783,655133,194642,574257,179505,848788,902916,768899,1028293,3098461,15.05,12.81,17.14,51.64,2.23,15,13,-2,134017,30,20,USA,Spanish,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,Time,Duration (hr),NA- CUT OFF,Yes,Complete grid,Horizontal,Yes,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #","Cannot read graph title, also drew incomplete horizontal grid lines"
58e45dcad46cc6fa347e80b2,W4U0A,experiment,golf,0,axis,longmire,5,9,2,3,2,131233,407723,118142,628721,169371,721922,538956,746863,891293,2556579,8.98,12.45,14.85,42.61,-3.47,14,5,-9,-207907,21,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular (right angle),,start + end time (time of day),duration (in hours),Triangular Integers Graph for James,Yes,None,None,No,1/2 hour,15 minutes,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45dcad46cc6fa347e80bc,WW14N,experiment,golf,2,longmire,axis,5,6,4,7,2,157573,528990,221781,357843,616768,154074,686563,579624,770842,2541329,11.44,9.66,12.85,42.36,1.78,11,11,0,106939,24,20,Mexico,English,Third,Humanities,Male,the second one (triangular),Evan,Triangular (asymmetric),,time started (in hours),duration (in hours),Scheduling for James,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, Duration, Patient #",interesting because they labeled x-axis for start time although it shows start AND end time
58e45dcad46cc6fa347e80c1,YQDA2,experiment,golf,4,longmire,axis,5,8,2,6,1,138093,423676,159548,269689,125797,533941,561769,429237,659738,1930090,9.36,7.15,11,32.17,2.21,13,8,-5,132532,22,18,USA,English,First,Biomedical & Health Sciences,Female,the second one (triangular),Evan,Triangular,,time,duration in time (in hours),James' Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45d80d46cc6fa347e7aae,48ZDE,reverse,hotel,2,longmire,axis,4,6,1,0,0,141638,332482,177992,506330,1002009,135456,474120,684322,1137465,2548127,7.9,11.41,18.96,42.47,-3.5,10,1,-9,-210202,11,23,China,Mandarin or Cantonese,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular (right angle),,NA,NA,Patient Scheduling Data,Yes,Pyramid grid,Horizontal,Yes,1/2 hour,1/2 hour,Yes,,0,,"Start time, End time, Duration, Patient #",Drew the pyramid grid lines for up to 3 hours duration(?)
58e45d80d46cc6fa347e7ab7,4CG7N,experiment,hotel,4,axis,longmire,4,7,4,6,1,271913,669796,282032,641646,178601,539176,941709,923678,717777,2908012,15.7,15.39,11.96,48.47,0.3,11,10,-1,18031,22,21,USA,English,Third,Biomedical & Health Sciences,Female,the second one (triangular),Hazel,Triangular,,Time,Midpoint Time,NA cut off,Yes,None,None,Yes,1/2 hour,Midpoint time,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #","y-axis is ""midpoint time"" and I'm not sure what they are doing with it, but the general points would be correct according to the TM graph"
58e45d80d46cc6fa347e7ab9,4NF5A,reverse,hotel,4,axis,longmire,4,5,5,9,2,112896,274399,141638,320349,188706,528603,387295,461987,717309,1830937,6.45,7.7,11.96,30.52,-1.24,9,14,5,-74692,25,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Start & End Time,Duration of Trial (hours),James Lab Patient Schedule,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45d80d46cc6fa347e7ab1,5HR1X,reverse,hotel,3,longmire,axis,4,6,2,5,1,169896,676089,322392,743165,194998,554733,845985,1065557,749731,3088487,14.1,17.76,12.5,51.47,-3.66,10,7,-3,-219572,18,21,USA,Spanish,Fourth,Biomedical & Health Sciences,Female,the first one (linear,Hazel,Triangular,,Start Time & End Time,Patient #,James Patient Scheduling Data,Yes,None,None,Yes,1/2 hour,Patient #,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",labeled y-axis as patient #
